   FullName,location,price,timestamp
Strum Orhan,Jack's Magical Beans,4.06,1/15/2014 12:00
Tempestad Brand,Hippokampos,38.89,1/15/2014 13:12
Vann Isia,Guy's Gyros,29.34,1/15/2014 20:02
Balas Felix,Kalami Kafenion,31.38,1/16/2014 13:48
Calzas Axel,Shoppers' Delight,100.69,1/16/2014 20:45
Frente Birgitta,Hallowed Grounds,4.98,1/16/2014 7:51
Frente Vira,Hippokampos,34.0,1/16/2014 20:42
Hawelon Benito,Stewart and Sons Fabrication,860.3,1/16/2014 11:06
Mies Henk,Abila Airport,3032.97,1/16/2014 12:40
Osvaldo Hennie,Hallowed Grounds,12.61,1/16/2014 8:03
Osvaldo Hennie,Katerina’s Café,10.84,1/16/2014 20:28
Ovan Bertrand,Coffee Cameleon,7.19,1/16/2014 7:38
Ovan Bertrand,Katerina’s Café,14.34,1/16/2014 19:47
Tempestad Brand,Guy's Gyros,31.31,1/16/2014 20:14
Borrasca Isande,Brewed Awakenings,8.69,1/17/2014 12:00
Borrasca Isande,Chostus Hotel,119.62,1/17/2014 13:54
Calixto Nils,Katerina’s Café,32.13,1/17/2014 20:24
Calzas Axel,Hippokampos,10.14,1/17/2014 13:58
Campo-Corrente Ada,Abila Zacharo,8.78,1/17/2014 13:11
Cocinaro Hideki,General Grocer,78.03,1/17/2014 20:41
Flecha Sven,Brew've Been Served,12.56,1/17/2014 7:29
Frente Birgitta,Hippokampos,28.35,1/17/2014 13:52
Herrero Kanon,Brew've Been Served,11.04,1/17/2014 8:23
Herrero Kanon,Shoppers' Delight,269.33,1/17/2014 20:21
Mies Minke,Guy's Gyros,15.4,1/17/2014 21:07
Orilla Elsa,Ouzeri Elian,10.21,1/17/2014 20:07
Orilla Kare,Hallowed Grounds,18.22,1/17/2014 8:03
Vann Isia,Abila Zacharo,39.67,1/17/2014 13:45
Vasco-Pais Willem,Kalami Kafenion,25.32,1/17/2014 13:37
Alcazar Lucas,Ouzeri Elian,21.56,1/18/2014 19:26
Balas Felix,Kalami Kafenion,11.14,1/18/2014 19:39
Borrasca Isande,Abila Zacharo,73.25,1/18/2014 13:05
Calzas Axel,Hippokampos,20.11,1/18/2014 20:23
Dedos Lidelse,Frydos Autosupply n' More,281.54,1/18/2014 15:32
Flecha Sven,Guy's Gyros,31.48,1/18/2014 13:27
Ovan Bertrand,Ouzeri Elian,53.36,1/18/2014 13:34
Fusil Stenig,Guy's Gyros,40.36,1/19/2014 19:49
Ovan Bertrand,Katerina’s Café,12.25,1/19/2014 18:54
Ribera Anda,Kalami Kafenion,18.18,1/8/2014 00:00
Ribera Anda,Hallowed Grounds,16.72,1/9/2014 00:00
Forluniau Carla,Coffee Cameleon,4.88,1/9/2014 00:00
Mies Haber Ruscella,Kronos Mart,147.3,1/12/2014 00:00
Mies Haber Ruscella,Hippokampos,14.04,1/13/2014 00:00
Forluniau Carla,Katerina’s Café,11.26,1/14/2014 00:00
Awelon Varro,Coffee Shack,18.17,1/15/2014 00:00
Ribera Anda,Katerina’s Café,36.8,1/15/2014 00:00
Mies Haber Ruscella,Katerina’s Café,38.81,1/15/2014 00:00
Arpa Emile,Guy's Gyros,36.48,1/16/2014 00:00
Ribera Anda,Hippokampos,23.54,1/17/2014 00:00
Forluniau Carla,Katerina’s Café,21.16,1/17/2014 00:00
Hafon Albina,Ouzeri Elian,16.84,1/6/2014 00:00
Orilla Elsa,Abila Zacharo,50.14,1/6/2014 00:00
Tempestad Brand,Ouzeri Elian,34.71,1/6/2014 00:00
Vann Isia,Brew've Been Served,10.68,1/6/2014 00:00
Alcazar Lucas,Ouzeri Elian,25.27,1/7/2014 00:00
Borrasca Isande,Guy's Gyros,34.09,1/7/2014 00:00
Flecha Sven,Kalami Kafenion,25.9,1/7/2014 00:00
Orilla Elsa,Kalami Kafenion,45.05,1/7/2014 00:00
Scozzese Dylan,Abila Airport,1641.96,1/7/2014 00:00
Vann Isia,Brewed Awakenings,12.59,1/7/2014 00:00
Barranco Ingrid,Ouzeri Elian,32.61,1/8/2014 00:00
Bergen Linnea,Katerina’s Café,19.12,1/8/2014 00:00
Calzas Axel,Hippokampos,12.62,1/8/2014 00:00
Frente Vira,Bean There Done That,16.18,1/8/2014 00:00
Morlun Valeria,Nationwide Refinery,4367.43,1/8/2014 00:00
Orilla Elsa,Gelatogalore,50.36,1/8/2014 00:00
Orilla Elsa,Ouzeri Elian,62.2,1/8/2014 00:00
Barranco Ingrid,Kronos Mart,203.91,1/9/2014 00:00
Dedos Lidelse,Hallowed Grounds,17.84,1/9/2014 00:00
Frente Birgitta,Katerina’s Café,26.0,1/9/2014 00:00
Frente Vira,Bean There Done That,4.05,1/9/2014 00:00
Fusil Stenig,Brew've Been Served,15.82,1/9/2014 00:00
Orilla Elsa,Abila Zacharo,48.39,1/9/2014 00:00
Alcazar Lucas,Hallowed Grounds,6.87,1/10/2014 00:00
Calixto Nils,Ouzeri Elian,25.98,1/10/2014 00:00
Nant Irene,Carlyle Chemical Inc.,3489.36,1/10/2014 00:00
Ovan Bertrand,Gelatogalore,39.4,1/10/2014 00:00
Bergen Linnea,Katerina’s Café,29.17,1/11/2014 00:00
Orilla Elsa,Kalami Kafenion,50.2,1/11/2014 00:00
Orilla Kare,Katerina’s Café,27.46,1/11/2014 00:00
Fusil Stenig,Kronos Mart,159.06,1/12/2014 00:00
Lagos Varja,Guy's Gyros,42.78,1/12/2014 00:00
Orilla Elsa,Gelatogalore,36.2,1/12/2014 00:00
Alcazar Lucas,Hallowed Grounds,14.11,1/13/2014 00:00
Barranco Ingrid,Abila Zacharo,36.14,1/13/2014 00:00
Bodrogi Loreto,Brew've Been Served,12.8,1/13/2014 00:00
Frente Vira,Abila Zacharo,23.03,1/13/2014 00:00
Mies Minke,Frydos Autosupply n' More,87.57,1/13/2014 00:00
Morluniau Cecilia,Stewart and Sons Fabrication,4071.95,1/13/2014 00:00
Orilla Elsa,Abila Zacharo,64.5,1/13/2014 00:00
Alcazar Lucas,Kalami Kafenion,16.84,1/14/2014 00:00
Alcazar Lucas,Ouzeri Elian,15.94,1/14/2014 00:00
Baza Isak,Jack's Magical Beans,13.32,1/14/2014 00:00
Calzas Axel,Hippokampos,10.71,1/14/2014 00:00
Hawelon Benito,Abila Airport,2369.56,1/14/2014 00:00
Mies Minke,Brewed Awakenings,12.74,1/14/2014 00:00
Orilla Elsa,Guy's Gyros,50.4,1/14/2014 00:00
Vasco-Pais Willem,Jack's Magical Beans,18.08,1/14/2014 00:00
Alcazar Lucas,Hallowed Grounds,15.86,1/15/2014 00:00
Alcazar Lucas,Ouzeri Elian,24.81,1/15/2014 00:00
Alcazar Lucas,Ouzeri Elian,32.95,1/15/2014 00:00
Barranco Ingrid,Brewed Awakenings,15.75,1/15/2014 00:00
Cocinaro Hideki,Kronos Mart,258.83,1/15/2014 00:00
Orilla Elsa,Katerina’s Café,55.6,1/15/2014 00:00
Vann Edvard,General Grocer,137.65,1/15/2014 00:00
Vann Edvard,Guy's Gyros,19.8,1/15/2014 00:00
Vasco-Pais Willem,General Grocer,83.11,1/15/2014 00:00
Azada Lars,Kronos Mart,286.24,1/16/2014 00:00
Balas Felix,Hippokampos,10.55,1/16/2014 00:00
Bergen Linnea,Coffee Cameleon,5.2,1/16/2014 00:00
Bergen Linnea,Katerina’s Café,36.32,1/16/2014 00:00
Frente Vira,Kalami Kafenion,26.32,1/16/2014 00:00
Orilla Elsa,Abila Zacharo,64.71,1/16/2014 00:00
Campo-Corrente Ada,Hippokampos,14.93,1/17/2014 00:00
Frente Vira,Abila Zacharo,21.21,1/17/2014 00:00
Nubarron Adra,Coffee Cameleon,14.57,1/17/2014 00:00
Orilla Elsa,Hippokampos,52.31,1/17/2014 00:00
Tempestad Brand,Brew've Been Served,12.3,1/17/2014 00:00
Alcazar Lucas,Kronos Mart,194.51,1/18/2014 00:00
Bodrogi Loreto,Kalami Kafenion,10.48,1/18/2014 00:00
Borrasca Isande,Roberts and Sons,239.65,1/18/2014 00:00
Campo-Corrente Ada,Kalami Kafenion,42.36,1/18/2014 00:00
Campo-Corrente Ada,Kronos Mart,150.36,1/18/2014 00:00
Lagos Varja,Kronos Mart,87.66,1/18/2014 00:00
Orilla Elsa,Ahaggo Museum,55.55,1/18/2014 00:00
Orilla Elsa,Hippokampos,49.21,1/18/2014 00:00
Sanjorge Jr. Sten,Katerina’s Café,14.22,1/18/2014 00:00
Calzas Axel,Hippokampos,11.56,1/19/2014 00:00
Orilla Elsa,Guy's Gyros,23.21,1/19/2014 00:00
Strum Orhan,Hippokampos,45.32,1/19/2014 00:00
